admin_override_suspend_auto_approval,attached_job_description,avatar_url,bounty_categories,bounty_owner_address,bounty_type,can_remarket,can_submit_after_expiration_date,canceled_bounty_reason,canceled_on,created_on,current_bounty,description_length,duration_create_to_expire,experience_level,expires_date,expires_date_ymd,featuring_date,fulfillment_accepted_on,fulfillment_started_on,fulfillment_submitted_on,funder_last_messaged_on,funding_organisation,github_comments,github_issue_number,github_issue_state,github_org_name,github_repo_name,github_url,idx_status,is_featured,is_issue_closed,is_open,is_paid,is_reserved,is_success,keywords,modified_on,needs_review,network,now,number_of_activities,number_of_fulfillments,number_of_interests,org_name,paid,permission_type,pk,project_length,project_type,repo_type,reserved_for_user_handle,standard_bounties_id,status,title,token_address,token_name,token_value_in_usdt,token_value_time_peg,url,value_in_eth,value_in_token,value_in_usdt,value_in_usdt_now,value_true,web3_created,web3_created_ymd,web3_type
TRUE,,https://gitcoin.co/dynamic/avatar/invisible-college,"[""design""]",0xeb5b8537a39503d6221f30c3d12d38f540a6caa4,Feature,FALSE,TRUE,,null,2019-12-03T11:16:07.316977Z,TRUE,1633,8,Intermediate,2019-12-01T04:59:59Z,2019-12-01T00:00:00.000Z,1970-01-01T00:00:00Z,null,2019-11-25T06:41:33.117788Z,2019-11-28T03:28:31.822417Z,null,invisible-college,15,31,closed,invisible-college,democracy,https://github.com/invisible-college/democracy/issues/31,done,FALSE,TRUE,FALSE,1,null,1,"SVG,Design,Logo",2021-01-20T15:20:49.158313Z,FALSE,mainnet,2021-01-20T16:24:49.167445Z,25,3,3,invisible-college,"[""biuxmaster"",""writeprovidence"",""kvndlgs""]",approval,17679,Hours,cooperative,public,,3736,done,Design a logo for typed transform pipelines,0x0000000000000000000000000000000000000000,ETH,151.71,2019-11-23T21:11:29Z,https://gitcoin.co/issue/invisible-college/democracy/31/3736,0.67,6.71E+17,101.8,850.87,0.67,2019-11-23T21:11:29Z,2019-11-23T00:00:00.000Z,bounties_network
TRUE,,https://gitcoin.co/dynamic/avatar/mailchain,"[""frontend"",""backend""]",0xd9d21d54fb2bf93afc62a7115a2518682a50508b,,FALSE,TRUE,,null,2019-12-03T15:08:21.184058Z,TRUE,423,31,,2019-12-02T04:59:59Z,2019-12-02T00:00:00.000Z,1970-01-01T00:00:00Z,2019-12-03T15:08:23.633209Z,2019-11-06T09:28:13.632575Z,2019-11-20T05:46:39.034409Z,null,,1,264,closed,mailchain,mailchain,https://github.com/mailchain/mailchain/issues/264,done,FALSE,TRUE,FALSE,1,null,1,"Go,Makefile",2021-01-20T15:20:37.751195Z,TRUE,mainnet,2021-01-20T16:24:49.254230Z,7,1,1,mailchain,"[""jeevanpillay""]",approval,17683,,traditional,public,,3633,done,Specify envelope to use when sending a message,0x89d24a6b4ccb1b6faa2625fe562bdd9a23260359,SAI,1,2019-11-01T19:47:17Z,https://gitcoin.co/issue/mailchain/mailchain/264/3633,0.05,6E+19,60,60,60,2019-11-01T19:47:17Z,2019-11-01T00:00:00.000Z,bounties_network
TRUE,null,https://gitcoin.co/dynamic/avatar/ethereum,"[""frontend"",""backend""]",0x4c6eb76d262cc6121843f74e1d18036adf03f1bf,Feature,FALSE,TRUE,,null,2019-12-03T17:19:11Z,TRUE,1070,15,Beginner,2019-12-17T05:59:59Z,2019-12-17T00:00:00.000Z,1970-01-01T00:00:00Z,null,2019-12-02T23:12:37.481307Z,null,null,,0,592,closed,ethereum,ethereum-org-website,https://github.com/ethereum/ethereum-org-website/issues/592,done,FALSE,TRUE,FALSE,1,null,1,JavaScript,2021-01-20T15:20:26.413431Z,FALSE,mainnet,2021-01-20T16:24:49.400119Z,11,0,4,ethereum,"[""codinmaster""]",permissionless,17686,Days,contest,public,,3772,done,Add explicit heading IDs to all English pages,0x6B175474E89094C44Da98b954EedeAC495271d0F,DAI,1,2019-12-02T22:32:09Z,https://gitcoin.co/issue/ethereum/ethereum-org-website/592/3772,0.02,2E+19,20,20,20,2019-12-02T22:32:09Z,2019-12-02T00:00:00.000Z,bounties_network
TRUE,null,https://gitcoin.co/dynamic/avatar/ethereum,"[""frontend"",""design"",""other""]",0x4c6eb76d262cc6121843f74e1d18036adf03f1bf,,FALSE,TRUE,,null,2019-12-03T17:33:04.644086Z,TRUE,697,32,,2020-01-03T05:59:59Z,2020-01-03T00:00:00.000Z,1970-01-01T00:00:00Z,null,2019-12-03T11:04:20.860568Z,null,null,,5,545,closed,ethereum,ethereum-org-website,https://github.com/ethereum/ethereum-org-website/issues/545,done,FALSE,TRUE,FALSE,1,null,1,JavaScript,2021-01-20T15:20:15.262294Z,FALSE,mainnet,2021-01-20T16:24:49.505848Z,10,0,4,ethereum,"[""mul53""]",permissionless,17687,,traditional,public,,3770,done,Close nav dropdown on select,0x6B175474E89094C44Da98b954EedeAC495271d0F,DAI,1,2019-12-02T22:28:37Z,https://gitcoin.co/issue/ethereum/ethereum-org-website/545/3770,0.03,4E+19,40,40,40,2019-12-02T22:28:37Z,2019-12-02T00:00:00.000Z,bounties_network
TRUE,,https://gitcoin.co/dynamic/avatar/ethereum,"[""doc""]",0x48a63097e1ac123b1f5a8bbffafa4afa8192fab0,Documentation,FALSE,TRUE,,null,2019-12-03T20:35:29.190349Z,TRUE,97,31,Beginner,2019-12-20T07:59:59Z,2019-12-20T00:00:00.000Z,1970-01-01T00:00:00Z,null,2019-11-20T00:48:04.308194Z,null,null,,4,102,open,ethereum,eth2.0-pm,https://github.com/ethereum/eth2.0-pm/issues/102,done,FALSE,FALSE,FALSE,1,null,1,Python,2021-01-20T15:19:41.164627Z,TRUE,mainnet,2021-01-20T16:24:49.715988Z,10,0,5,ethereum,"[""poojaranjan""]",approval,17696,Days,traditional,public,,3724,done,Notes for Meeting 28,0x89d24a6b4ccb1b6faa2625fe562bdd9a23260359,SAI,1,2019-11-19T21:27:19Z,https://gitcoin.co/issue/ethereum/eth2.0-pm/102/3724,0.08,1E+20,100,100,100,2019-11-19T21:27:19Z,2019-11-19T00:00:00.000Z,bounties_network
TRUE,null,https://gitcoin.co/dynamic/avatar/gitcoinco,"[""backend""]",0x54ff1352539842fbbe696306a4ff5b49dc2ba197,,FALSE,TRUE,,null,2019-12-03T22:48:17.717608Z,TRUE,2212,62,,2019-12-22T00:00:00Z,2019-12-22T00:00:00.000Z,1970-01-01T00:00:00Z,2019-12-03T22:48:19.998388Z,2019-12-03T20:17:06.866051Z,2019-12-03T20:20:37.773951Z,null,Gitcoin,23,5281,open,gitcoinco,web,https://github.com/gitcoinco/web/issues/5281,done,FALSE,FALSE,FALSE,1,FALSE,1,"JavaScript,Discord,API",2021-01-20T15:19:30.044769Z,FALSE,mainnet,2021-01-20T16:24:49.803633Z,7,1,1,gitcoinco,"[""solexplorer""]",permissionless,17703,,traditional,public,mul1sh,3572,done,As a hackathon hacker I want team channels created for me in Discord automatically,0x0000000000000000000000000000000000000000,ETH,173.55,2019-10-21T18:21:15Z,https://gitcoin.co/issue/gitcoinco/web/5281/3572,0.4,4E+17,69.42,507.23,0.4,2019-10-21T18:21:15Z,2019-10-21T00:00:00.000Z,bounties_network
TRUE,null,https://gitcoin.co/dynamic/avatar/wearekickback,"[""frontend"",""design""]",0x4c6eb76d262cc6121843f74e1d18036adf03f1bf,Feature,FALSE,TRUE,,null,2019-12-04T09:08:14.987538Z,TRUE,1965,31,Beginner,2020-01-02T05:59:59Z,2020-01-02T00:00:00.000Z,1970-01-01T00:00:00Z,null,2019-12-02T06:59:08.962792Z,2019-12-04T09:08:24.290996Z,null,,5,206,open,wearekickback,app,https://github.com/wearekickback/app/issues/206,done,FALSE,FALSE,TRUE,1,null,1,"JavaScript,HTML,CSS",2021-01-20T15:19:18.590873Z,FALSE,mainnet,2021-01-20T16:24:49.934142Z,16,1,6,wearekickback,"[""erib3""]",permissionless,17705,,contest,public,,3751,done,Donation feature [Frontend only],0x6B175474E89094C44Da98b954EedeAC495271d0F,DAI,1,2019-12-02T01:06:55Z,https://gitcoin.co/issue/wearekickback/app/206/3751,0.16,2E+20,200,200,200,2019-12-02T01:06:55Z,2019-12-02T00:00:00.000Z,bounties_network
TRUE,,https://gitcoin.co/dynamic/avatar/diadata-org,"[""backend""]",0x5737bf56559dd32d8880cfa236fe613e2162e157,Feature,FALSE,TRUE,,null,2019-12-04T11:47:46.283907Z,TRUE,886,30,Intermediate,2019-12-08T23:59:59Z,2019-12-08T00:00:00.000Z,1970-01-01T00:00:00Z,2019-12-04T11:47:50.027720Z,2019-11-24T12:30:09.070715Z,2019-12-03T20:38:19.334869Z,null,,5,183,open,diadata-org,diadata,https://github.com/diadata-org/diadata/issues/183,done,FALSE,FALSE,FALSE,1,null,1,Go,2021-01-20T15:19:07.173092Z,TRUE,mainnet,2021-01-20T16:24:50.024730Z,13,1,2,diadata-org,"[""nazariyv""]",approval,17706,Days,traditional,public,,3668,done,Scraper for Coinflex Futures API,0x0000000000000000000000000000000000000000,ETH,184.2,2019-11-08T07:08:20Z,https://gitcoin.co/issue/diadata-org/diadata/183/3668,1,1E+18,184.2,1268.07,1,2019-11-08T07:08:20Z,2019-11-08T00:00:00.000Z,bounties_network
TRUE,,https://gitcoin.co/dynamic/avatar/blockcypher,"[""backend""]",0x52af7583aca7843985f7b7962e9b09333d96719e,Bug,TRUE,TRUE,,2019-12-04T13:34:43.815307Z,2019-12-04T13:34:42.590487Z,TRUE,4557,30,Intermediate,2019-12-18T18:29:59Z,2019-12-18T00:00:00.000Z,1970-01-01T00:00:00Z,null,null,null,null,,17,286,open,blockcypher,explorer,https://github.com/blockcypher/explorer/issues/286,cancelled,FALSE,FALSE,FALSE,0,null,0,"JavaScript,Blockchain,Bitcoin,Multisig",2021-01-20T15:18:55.844554Z,TRUE,mainnet,2021-01-20T16:24:50.128593Z,9,0,0,blockcypher,[],approval,17707,Hours,traditional,public,,3710,cancelled,Signing multisig transaction giving Invalid Signature,0x0000000000000000000000000000000000000000,ETH,180,2019-11-18T15:26:53Z,https://gitcoin.co/issue/blockcypher/explorer/286/3710,0.26,2.57E+17,46.26,325.89,0.26,2019-11-18T15:26:53Z,2019-11-18T00:00:00.000Z,bounties_network
TRUE,,https://gitcoin.co/dynamic/avatar/ethereum,"[""design"",""documentation""]",0x4c6eb76d262cc6121843f74e1d18036adf03f1bf,Improvement,FALSE,TRUE,,null,2019-12-04T18:17:11.686909Z,TRUE,2199,32,Intermediate,2020-01-03T05:59:59Z,2020-01-03T00:00:00.000Z,1970-01-01T00:00:00Z,2019-12-04T18:17:14.320337Z,2019-12-03T00:54:30.162903Z,2019-12-03T16:27:34.389558Z,null,,4,543,closed,ethereum,ethereum-org-website,https://github.com/ethereum/ethereum-org-website/issues/543,done,FALSE,TRUE,FALSE,1,null,1,JavaScript,2021-01-20T15:18:44.434028Z,FALSE,mainnet,2021-01-20T16:24:50.200713Z,6,1,1,ethereum,"[""antodp""]",approval,17710,Days,traditional,public,,3769,done,Site Translation: Add Portuguese (Brazilian),0x6B175474E89094C44Da98b954EedeAC495271d0F,DAI,1,2019-12-02T22:25:43Z,https://gitcoin.co/issue/ethereum/ethereum-org-website/543/3769,0.08,1E+20,100,100,100,2019-12-02T22:25:43Z,2019-12-02T00:00:00.000Z,bounties_network
TRUE,,https://gitcoin.co/dynamic/avatar/ConsenSys,"[""documentation""]",0xf2b6b3cd567c9ff98a023f396aedd011e03d6ee0,Documentation,FALSE,TRUE,,null,2019-12-04T19:12:21.315384Z,TRUE,33,31,Intermediate,2019-12-27T04:59:59Z,2019-12-27T00:00:00.000Z,1970-01-01T00:00:00Z,2019-12-04T19:12:23.870793Z,2019-11-26T18:16:11.361012Z,2019-11-26T18:23:57.201635Z,null,,0,239,closed,ConsenSys,smart-contract-best-practices,https://github.com/ConsenSys/smart-contract-best-practices/issues/239,done,FALSE,TRUE,FALSE,1,TRUE,1,smart-contract-security,2021-01-20T15:18:33.072855Z,FALSE,mainnet,2021-01-20T16:24:50.306148Z,6,1,1,ConsenSys,"[""kadenzipfel""]",permissionless,17711,Hours,traditional,public,kadenzipfel,3740,done,Meta Issue for Gitcoining,0x6B175474E89094C44Da98b954EedeAC495271d0F,DAI,1,2019-11-26T18:12:52Z,https://gitcoin.co/issue/ConsenSys/smart-contract-best-practices/239/3740,0.63,8E+20,800,800,800,2019-11-26T18:12:52Z,2019-11-26T00:00:00.000Z,bounties_network
TRUE,,https://gitcoin.co/dynamic/avatar/crytic,"[""other""]",0xc744a9c0c4f6b2657a1b23bda112206375fb94d2,Feature,FALSE,TRUE,,null,2019-12-04T22:53:11.793826Z,TRUE,188,31,Intermediate,2019-12-22T07:59:59Z,2019-12-22T00:00:00.000Z,1970-01-01T00:00:00Z,2019-12-04T22:53:14.009642Z,2019-11-22T10:50:09.200904Z,2019-11-27T09:33:44.338081Z,null,,5,318,open,crytic,slither,https://github.com/crytic/slither/issues/318,done,FALSE,FALSE,FALSE,1,null,1,"Python,Solidity,Shell",2021-01-20T15:16:50.158857Z,FALSE,mainnet,2021-01-20T16:24:50.858700Z,5,1,1,crytic,"[""uivlis""]",approval,17721,Days,traditional,public,,3732,done,Split constant-function detector,0x89d24a6b4ccb1b6faa2625fe562bdd9a23260359,SAI,1,2019-11-21T17:31:17Z,https://gitcoin.co/issue/crytic/slither/318/3732,0.08,1E+20,100,100,100,2019-11-21T17:31:17Z,2019-11-21T00:00:00.000Z,bounties_network
FALSE,,https://gitcoin.co/dynamic/avatar/livepeer,[],0x345551571c5ef20111c6168b9a498dfb836e7c09,,TRUE,TRUE,,2018-09-27T07:37:36.676589Z,2019-12-05T08:45:50.729883Z,TRUE,1093,365,,2019-08-29T16:44:48Z,2019-08-29T00:00:00.000Z,null,null,null,null,null,,8,202,closed,livepeer,livepeerjs,https://github.com/livepeer/livepeerjs/issues/202,cancelled,FALSE,TRUE,FALSE,0,null,0,"JavaScript, HTML, CSS",2021-01-20T15:16:38.813109Z,TRUE,mainnet,2021-01-20T16:24:51.082359Z,25,0,0,livepeer,[],approval,17722,Unknown,traditional,public,,1051,cancelled,Embedded player is flickering inside its iframe,0x58b6a8a3302369daec383334672404ee733ab239,LPT,0,2018-08-29T16:44:48Z,https://gitcoin.co/issue/livepeer/livepeerjs/202/1051,null,4.864E+18,0,20.07,4.86,2018-08-29T16:44:48Z,2018-08-29T00:00:00.000Z,bounties_network
TRUE,,https://gitcoin.co/dynamic/avatar/mailchain,"[""backend""]",0xd9d21d54fb2bf93afc62a7115a2518682a50508b,,FALSE,TRUE,,null,2019-12-06T20:38:38.938436Z,TRUE,2226,186,,2020-05-05T04:00:00Z,2020-05-05T00:00:00.000Z,1970-01-01T00:00:00Z,null,2019-11-30T19:30:03.975079Z,null,null,,3,327,open,mailchain,mailchain,https://github.com/mailchain/mailchain/issues/327,submitted,FALSE,FALSE,TRUE,0,null,0,"Go,Makefile",2021-01-20T15:15:53.926552Z,TRUE,mainnet,2021-01-20T16:24:51.383917Z,22,0,2,mailchain,[],approval,17746,,traditional,public,,3631,submitted,Support sr25519 curve,0x89d24a6b4ccb1b6faa2625fe562bdd9a23260359,SAI,1,2021-01-20T15:15:53.991226Z,https://gitcoin.co/issue/mailchain/mailchain/327/3631,0.24,3E+20,300,300,300,2019-11-01T19:41:08Z,2019-11-01T00:00:00.000Z,bounties_network
TRUE,,https://gitcoin.co/dynamic/avatar/ethereum,[],0x0c54fccd2e384b4bb6f2e405bf5cbc15a017aafb,Bug,TRUE,TRUE,,2019-12-06T20:42:07.258643Z,2019-12-06T20:42:05.915413Z,TRUE,3485,365,Intermediate,2019-12-06T22:17:02Z,2019-12-06T00:00:00.000Z,null,null,null,null,null,MetaMask,16,18254,closed,ethereum,go-ethereum,https://github.com/ethereum/go-ethereum/issues/18254,cancelled,FALSE,TRUE,FALSE,0,null,0,Go,2021-01-20T15:15:42.517081Z,FALSE,mainnet,2021-01-20T16:24:51.457572Z,7,0,0,ethereum,[],permissionless,17747,Hours,contest,public,,1920,cancelled,Need to throw error when methods are called at future blocks,0x0000000000000000000000000000000000000000,ETH,96.79,2018-12-06T22:17:02Z,https://gitcoin.co/issue/ethereum/go-ethereum/18254/1920,0.4,4.04E+17,39.1,512.3,0.4,2018-12-06T22:17:02Z,2018-12-06T00:00:00.000Z,bounties_network
TRUE,,https://gitcoin.co/dynamic/avatar/MyBitFoundation,"[""frontend""]",0x2df6f1d9dbb9fbfdbd3c85708e00c626ef9d2e0c,Improvement,FALSE,TRUE,,null,2019-12-06T21:37:09.216027Z,TRUE,1958,31,Intermediate,2020-01-06T22:59:59Z,2020-01-06T00:00:00.000Z,1970-01-01T00:00:00Z,2019-12-06T21:37:11.330707Z,2019-12-06T11:58:27.808269Z,2019-12-06T13:41:24.781579Z,null,,3,204,open,MyBitFoundation,MyBit-Go.website,https://github.com/MyBitFoundation/MyBit-Go.website/issues/204,done,FALSE,FALSE,FALSE,1,null,1,"CSS,JavaScript,html,react,react.js",2021-01-20T15:15:31.013069Z,FALSE,mainnet,2021-01-20T16:24:51.532182Z,5,1,1,MyBitFoundation,"[""iamonuwa""]",approval,17749,Hours,traditional,public,,3787,done,Site Content Fixes,0x6B175474E89094C44Da98b954EedeAC495271d0F,DAI,1,2019-12-06T11:55:07Z,https://gitcoin.co/issue/MyBitFoundation/MyBit-Go.website/204/3787,0.08,1E+20,100,100,100,2019-12-06T11:55:07Z,2019-12-06T00:00:00.000Z,bounties_network
TRUE,,https://gitcoin.co/dynamic/avatar/quilt,"[""doc""]",0xaf59fedf17af9d7ab9414f677c5a406f0a7d00c9,Documentation,FALSE,TRUE,,null,2019-12-07T01:46:53.260569Z,TRUE,1007,30,Advanced,2019-12-19T07:59:59Z,2019-12-19T00:00:00.000Z,1970-01-01T00:00:00Z,2019-12-07T01:46:55.451141Z,2019-11-19T04:31:32.230876Z,2019-12-07T01:09:11.127766Z,null,,1,3,open,quilt,pm,https://github.com/quilt/pm/issues/3,done,FALSE,FALSE,FALSE,1,null,1,eth2,2021-01-20T15:15:18.849078Z,FALSE,mainnet,2021-01-20T16:24:51.638248Z,9,1,1,quilt,"[""kfichter""]",approval,17752,Hours,traditional,public,,3717,done,Documentation/Book around Eth 2,0x0000000000000000000000000000000000000000,ETH,176.74,2019-11-19T04:16:03Z,https://gitcoin.co/issue/quilt/pm/3/3717,4.17,4.167E+18,736.48,5284.03,4.17,2019-11-19T04:16:03Z,2019-11-19T00:00:00.000Z,bounties_network
TRUE,,https://gitcoin.co/dynamic/avatar/ArweaveTeam,"[""frontend"",""backend"",""other""]",0x0e0858ac3c04594c56ab66dafed3185af8259fcd,Feature,FALSE,TRUE,,null,2019-12-07T13:53:20.266378Z,TRUE,3816,15,Intermediate,2019-11-29T04:59:59Z,2019-11-29T00:00:00.000Z,2019-11-14T19:47:40Z,2019-12-07T13:53:37.761416Z,2019-11-15T08:35:34.351678Z,2019-11-18T15:31:07.792362Z,null,ArweaveTeam,2,17,open,ArweaveTeam,Bounties,https://github.com/ArweaveTeam/Bounties/issues/17,done,FALSE,FALSE,FALSE,1,null,1,"arweave,ipfs,permanence,permaweb",2021-01-20T15:14:55.772399Z,FALSE,mainnet,2021-01-20T16:24:51.864726Z,28,11,12,ArweaveTeam,"[""imerkle""]",permissionless,17755,Weeks,contest,public,,3699,done,IPFS+Arweave Competition,0x89d24a6b4ccb1b6faa2625fe562bdd9a23260359,SAI,1,2019-11-14T19:47:40Z,https://gitcoin.co/issue/ArweaveTeam/Bounties/17/3699,2.52,3.2E+21,3200,3200,3200,2019-11-14T19:47:40Z,2019-11-14T00:00:00.000Z,bounties_network
TRUE,,https://gitcoin.co/dynamic/avatar/quantanet,"[""backend""]",0xd22fe4aefed0a984b1165dc24095728ee7005a36,Feature,FALSE,TRUE,,null,2019-12-07T21:44:31.747561Z,TRUE,55,30,Intermediate,2019-12-05T18:29:59Z,2019-12-05T00:00:00.000Z,1970-01-01T00:00:00Z,2019-12-07T21:44:34.096489Z,2019-12-02T19:03:41.393657Z,2019-12-02T19:06:41.894637Z,null,https://github.com/quantanet,4,32,closed,quantanet,ethcode,https://github.com/quantanet/ethcode/issues/32,done,FALSE,TRUE,FALSE,1,TRUE,1,"JavaScript,TypeScript,Ethereum,Vyper",2021-01-20T15:14:44.441989Z,FALSE,mainnet,2021-01-20T16:24:51.963355Z,4,1,1,quantanet,"[""0mkara""]",permissionless,17758,Hours,traditional,public,0mkara,3648,done,Add vyper compiler support,0x89d24a6b4ccb1b6faa2625fe562bdd9a23260359,SAI,1,2019-11-05T03:19:30Z,https://gitcoin.co/issue/quantanet/ethcode/32/3648,0.32,4E+20,400,400,400,2019-11-05T03:19:30Z,2019-11-05T00:00:00.000Z,bounties_network
TRUE,,https://gitcoin.co/dynamic/avatar/MARKETProtocol,"[""backend""]",0xb60dc5512533e18e50b2b329c17abfa8e7c58c8e,Feature,FALSE,TRUE,,2019-12-09T11:01:15.554815Z,2019-12-09T10:33:18.681948Z,TRUE,3534,45,Advanced,2019-10-19T00:00:00Z,2019-10-19T00:00:00.000Z,2019-09-04T23:32:39Z,null,2019-10-10T10:27:44.991001Z,null,null,MarketProtocol,8,230,open,MARKETProtocol,MARKETProtocol,https://github.com/MARKETProtocol/MARKETProtocol/issues/230,cancelled,FALSE,FALSE,FALSE,0,null,0,"python,ethereum,trading,finance,bitcoin",2021-01-20T15:13:46.870961Z,TRUE,mainnet,2021-01-20T16:24:57.552917Z,23,0,2,MARKETProtocol,[],approval,17768,Days,traditional,public,,3417,cancelled,Hummingbot/MARKET Protocol,0x89d24a6b4ccb1b6faa2625fe562bdd9a23260359,SAI,1,2019-09-04T23:32:39Z,https://gitcoin.co/issue/MARKETProtocol/MARKETProtocol/230/3417,0.99,1.25E+21,1250,1250,1250,2019-09-04T23:32:39Z,2019-09-04T00:00:00.000Z,bounties_network
TRUE,,https://gitcoin.co/dynamic/avatar/crytic,"[""other""]",0x48a63097e1ac123b1f5a8bbffafa4afa8192fab0,Feature,FALSE,TRUE,,null,2019-12-09T16:30:50.265885Z,TRUE,116,31,Intermediate,2019-12-22T07:59:59Z,2019-12-22T00:00:00.000Z,1970-01-01T00:00:00Z,2019-12-09T16:30:52.421787Z,2019-11-21T20:17:19.770762Z,2019-12-06T05:32:41.869086Z,null,,6,49,open,crytic,crytic-compile,https://github.com/crytic/crytic-compile/issues/49,done,FALSE,FALSE,FALSE,1,null,1,"Python,Shell",2021-01-20T15:13:35.472486Z,TRUE,mainnet,2021-01-20T16:24:57.636063Z,9,1,1,crytic,"[""karansinghgit""]",approval,17772,Days,traditional,public,,3729,done,Add --ignore-compile flag,0x89d24a6b4ccb1b6faa2625fe562bdd9a23260359,SAI,1,2019-11-21T17:23:01Z,https://gitcoin.co/issue/crytic/crytic-compile/49/3729,0.04,5E+19,50,50,50,2019-11-21T17:23:01Z,2019-11-21T00:00:00.000Z,bounties_network
TRUE,,https://gitcoin.co/dynamic/avatar/crytic,"[""other""]",0x48a63097e1ac123b1f5a8bbffafa4afa8192fab0,Improvement,FALSE,TRUE,,null,2019-12-09T19:06:33.561909Z,TRUE,272,31,Intermediate,2019-12-22T07:59:59Z,2019-12-22T00:00:00.000Z,1970-01-01T00:00:00Z,null,2019-11-21T20:02:15.393861Z,null,null,,13,5,closed,crytic,eth-security-toolbox,https://github.com/crytic/eth-security-toolbox/issues/5,cancelled,FALSE,TRUE,FALSE,0,null,0,"Dockerfile,Shell",2021-01-20T15:13:24.077165Z,TRUE,mainnet,2021-01-20T16:24:57.764672Z,12,0,2,crytic,[],approval,17773,Days,traditional,public,,3728,cancelled,Offer slimmer docker image options,0x89d24a6b4ccb1b6faa2625fe562bdd9a23260359,SAI,1,2019-11-21T17:20:21Z,https://gitcoin.co/issue/crytic/eth-security-toolbox/5/3728,0.16,2E+20,200,200,200,2019-11-21T17:20:21Z,2019-11-21T00:00:00.000Z,bounties_network
TRUE,,https://gitcoin.co/dynamic/avatar/cybersemics,"[""frontend""]",0x9aeb7fa2e4646e01e22a2b8a04937f00bb391cda,Improvement,FALSE,TRUE,,null,2019-12-09T20:48:50.068110Z,TRUE,99,17,Intermediate,2019-12-06T06:59:59Z,2019-12-06T00:00:00.000Z,1970-01-01T00:00:00Z,2019-12-09T20:48:57.482766Z,2019-11-19T22:28:41.621620Z,2019-11-29T10:57:23.038823Z,null,cybersemics,5,159,closed,cybersemics,em,https://github.com/cybersemics/em/issues/159,done,FALSE,TRUE,FALSE,1,null,1,"JavaScript,localStorage,Browser",2021-01-20T15:13:12.537083Z,TRUE,mainnet,2021-01-20T16:24:57.890353Z,16,1,5,cybersemics,"[""pengiundev""]",approval,17775,Hours,traditional,public,,3722,done,Replace localStorage with localForage,0x89d24a6b4ccb1b6faa2625fe562bdd9a23260359,SAI,1,2019-11-19T18:39:03Z,https://gitcoin.co/issue/cybersemics/em/159/3722,0.13,1.6E+20,160,160,160,2019-11-19T18:39:03Z,2019-11-19T00:00:00.000Z,bounties_network
TRUE,,https://gitcoin.co/dynamic/avatar/ProofSuite,"[""other""]",0x9fcbd94cc444029147883da432da84d5f74d91fc,Improvement,FALSE,TRUE,,null,2019-12-10T06:12:37.028513Z,TRUE,1358,38,Intermediate,2020-01-10T14:59:59Z,2020-01-10T00:00:00.000Z,1970-01-01T00:00:00Z,null,2019-12-09T20:35:14.563629Z,null,null,,1,18,closed,ProofSuite,OrFeedSmartContracts,https://github.com/ProofSuite/OrFeedSmartContracts/issues/18,done,FALSE,TRUE,FALSE,1,null,1,"solidity,ethereum",2021-01-20T15:13:01.065079Z,FALSE,mainnet,2021-01-20T16:24:57.995843Z,5,0,1,ProofSuite,"[""mul1sh""]",approval,17781,Hours,contest,public,,3774,done,OrFeed Contract Update Core Functionality Test Suite (automated),0x0000000000000000000000000000000000000000,ETH,148.34,2019-12-03T05:33:43Z,https://gitcoin.co/issue/ProofSuite/OrFeedSmartContracts/18/3774,0.3,3E+17,44.5,380.42,0.3,2019-12-03T05:33:43Z,2019-12-03T00:00:00.000Z,bounties_network
TRUE,,https://gitcoin.co/dynamic/avatar/cybersemics,"[""frontend""]",0x9aeb7fa2e4646e01e22a2b8a04937f00bb391cda,Bug,FALSE,TRUE,,null,2019-12-10T16:12:09.890739Z,TRUE,198,51,Intermediate,2020-01-01T07:00:00Z,2020-01-01T00:00:00.000Z,1970-01-01T00:00:00Z,null,2019-11-12T19:41:16.025296Z,null,null,cybersemics,5,147,closed,cybersemics,em,https://github.com/cybersemics/em/issues/147,done,FALSE,TRUE,FALSE,1,null,1,"JavaScript,Safari",2021-01-20T15:12:37.796934Z,TRUE,mainnet,2021-01-20T16:24:58.144796Z,17,0,2,cybersemics,"[""mul1sh""]",approval,17788,Hours,traditional,public,,3683,done,Safari: Cannot type,0x89d24a6b4ccb1b6faa2625fe562bdd9a23260359,SAI,1,2019-11-11T22:29:56Z,https://gitcoin.co/issue/cybersemics/em/147/3683,0.06,8E+19,80,80,80,2019-11-11T22:29:56Z,2019-11-11T00:00:00.000Z,bounties_network
